SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,STATUS
,kerosene,140.0,91.0,4.3,,0
5.0,kerosene,140.0,94.0,4.2,22.0,0
,kerosene,140.0,91.0,,21.0,0
5.0,kerosene,140.0,92.0,4.2,20.0,0
5.0,kerosene,140.0,90.0,4.5,19.0,0
5.0,kerosene,140.0,,5.3,18.0,0
5.0,,140.0,,5.4,17.0,0
5.0,kerosene,,92.0,,16.0,0
,kerosene,140.0,,,,0
5.0,kerosene,140.0,92.0,6.0,,0
5.0,kerosene,140.0,,5.0,13.0,0
5.0,kerosene,140.0,93.0,3.7,12.0,0
5.0,kerosene,140.0,88.0,,11.0,0
5.0,kerosene,140.0,90.0,3.2,10.0,0
5.0,kerosene,140.0,,2.7,9.0,0
5.0,kerosene,,90.0,2.9,8.0,0
5.0,kerosene,,89.0,4.4,,0
5.0,kerosene,,87.0,4.5,6.0,0
5.0,kerosene,140.0,87.0,,,0
5.0,kerosene,140.0,,4.8,4.0,0
5.0,,140.0,86.0,,3.0,0
5.0,kerosene,140.0,82.0,2.1,2.0,0
5.0,kerosene,140.0,74.0,0.0,1.0,0
,,150.0,97.0,,75.0,0
5.0,kerosene,,96.0,0.0,72.0,0
5.0,kerosene,,105.0,,70.0,0
,,150.0,96.0,0.0,,0
5.0,kerosene,150.0,96.0,0.0,67.0,0
5.0,kerosene,150.0,96.0,1.0,66.0,0
,kerosene,150.0,96.0,,65.0,0
5.0,kerosene,150.0,95.0,2.2,60.0,0
5.0,kerosene,150.0,95.0,2.0,55.0,0
5.0,kerosene,150.0,95.0,3.2,,0
5.0,kerosene,,95.0,2.8,51.0,0
5.0,kerosene,150.0,94.0,3.1,50.0,0
5.0,kerosene,150.0,102.0,3.7,48.0,0
5.0,kerosene,150.0,,3.8,47.0,0
5.0,kerosene,150.0,93.0,3.7,46.0,0
5.0,kerosene,150.0,94.0,,45.0,0
5.0,kerosene,150.0,96.0,4.2,44.0,0
,,,105.0,,42.0,0
5.0,,150.0,93.0,4.4,,0
5.0,kerosene,,103.0,4.2,,0
5.0,kerosene,,105.0,4.3,36.0,0
5.0,kerosene,150.0,,4.8,35.0,0
,kerosene,150.0,92.0,,34.0,0
5.0,kerosene,150.0,,4.5,33.0,0
5.0,,150.0,96.0,5.3,32.0,0
5.0,kerosene,150.0,,5.6,30.0,0
5.0,,150.0,,5.0,28.0,0
5.0,kerosene,150.0,93.0,5.6,27.0,0
,kerosene,150.0,93.0,5.8,26.0,0
,kerosene,150.0,92.0,,,0
,kerosene,,,4.5,,0
5.0,kerosene,150.0,91.0,,23.0,0
5.0,kerosene,150.0,93.0,4.0,22.0,0
5.0,kerosene,150.0,90.0,3.7,,0
5.0,kerosene,150.0,,3.7,20.0,0
5.0,kerosene,150.0,89.0,3.4,19.0,0
5.0,kerosene,,92.0,3.3,18.0,0
5.0,,150.0,86.0,4.5,,0
5.0,kerosene,150.0,92.0,4.9,16.0,0
5.0,kerosene,150.0,90.0,6.0,15.0,0
,kerosene,150.0,93.0,6.3,,0
5.0,kerosene,150.0,89.0,4.4,13.0,0
5.0,kerosene,150.0,93.0,,12.0,0
5.0,,,90.0,,11.0,0
5.0,kerosene,150.0,91.0,2.8,,0
5.0,kerosene,150.0,91.0,2.3,9.0,0
5.0,kerosene,150.0,,2.8,8.0,0
5.0,kerosene,150.0,89.0,,,0
5.0,kerosene,150.0,88.0,4.3,,0
5.0,kerosene,150.0,,4.8,5.0,0
5.0,kerosene,150.0,86.0,5.2,,0
5.0,kerosene,150.0,,3.7,3.0,0
5.0,kerosene,150.0,79.0,2.2,2.0,0
5.0,,150.0,74.0,0.0,1.0,0
5.0,kerosene,,97.0,0.0,75.0,0
5.0,kerosene,160.0,97.0,0.0,72.0,0
,,160.0,96.0,,70.0,0
,,160.0,96.0,0.0,,0
5.0,kerosene,,96.0,0.0,,0
5.0,kerosene,160.0,,,66.0,0
5.0,kerosene,160.0,105.0,1.5,65.0,0
5.0,,160.0,,2.5,60.0,0
5.0,kerosene,160.0,94.0,1.9,55.0,0
5.0,kerosene,160.0,94.0,,52.0,0
5.0,kerosene,160.0,101.0,2.7,51.0,0
5.0,kerosene,160.0,93.0,2.8,50.0,0
5.0,kerosene,160.0,102.0,2.7,48.0,0
,kerosene,160.0,94.0,3.3,47.0,0
5.0,kerosene,160.0,94.0,3.6,46.0,0
,kerosene,160.0,,3.9,45.0,0
5.0,,160.0,97.0,,44.0,0
5.0,kerosene,160.0,,3.7,42.0,0
5.0,,160.0,95.0,4.0,40.0,0
,kerosene,160.0,102.0,4.2,,0
5.0,kerosene,160.0,105.0,4.4,,0
5.0,kerosene,160.0,95.0,4.4,35.0,0
5.0,kerosene,,91.0,4.8,34.0,0
5.0,,,93.0,5.3,33.0,0
,,,93.0,5.8,,0
5.0,kerosene,160.0,94.0,6.0,,0
5.0,kerosene,160.0,92.0,6.3,28.0,0
,kerosene,160.0,94.0,6.5,,0
5.0,kerosene,,92.0,5.2,26.0,0
5.0,,160.0,93.0,4.9,,0
,kerosene,160.0,92.0,5.7,24.0,0
5.0,kerosene,,92.0,4.2,23.0,0
5.0,kerosene,,,3.4,22.0,0
5.0,,160.0,90.0,3.2,,0
5.0,kerosene,160.0,91.0,3.3,20.0,0
5.0,,,91.0,,19.0,0
5.0,kerosene,,,3.9,,0
,,,87.0,4.0,17.0,0
5.0,kerosene,,92.0,,16.0,0
,kerosene,,,4.4,,0
5.0,kerosene,160.0,93.0,5.6,14.0,0
5.0,,160.0,90.0,4.0,13.0,0
5.0,kerosene,160.0,93.0,2.3,12.0,0
5.0,kerosene,160.0,91.0,2.2,11.0,0
5.0,kerosene,160.0,91.0,2.2,10.0,0
5.0,kerosene,160.0,91.0,2.1,9.0,0
5.0,kerosene,160.0,91.0,2.7,,0
5.0,kerosene,,,2.9,7.0,0
5.0,kerosene,160.0,,3.7,6.0,0
5.0,kerosene,160.0,88.0,,5.0,0
5.0,kerosene,160.0,86.0,3.3,4.0,0
5.0,kerosene,160.0,84.0,3.1,3.0,0
,,160.0,78.0,1.4,2.0,0
,kerosene,160.0,,0.0,1.0,0
5.0,kerosene,170.0,,0.0,75.0,0
5.0,,170.0,97.0,,72.0,0
5.0,kerosene,170.0,108.0,0.0,,0
,,170.0,96.0,,68.0,0
5.0,,170.0,,0.0,67.0,0
5.0,kerosene,170.0,96.0,,,0
5.0,kerosene,170.0,105.0,1.3,,0
,,170.0,95.0,2.2,60.0,0
5.0,kerosene,170.0,94.0,1.7,55.0,0
5.0,kerosene,170.0,94.0,2.3,52.0,0
,,170.0,100.0,2.3,51.0,0
5.0,,170.0,94.0,2.7,50.0,0
5.0,kerosene,170.0,101.0,2.8,48.0,0
,kerosene,170.0,95.0,3.2,47.0,0
,,170.0,,,46.0,0
5.0,kerosene,170.0,96.0,3.4,45.0,0
5.0,kerosene,,97.0,3.6,44.0,0
5.0,kerosene,170.0,106.0,3.4,42.0,0
5.0,,170.0,96.0,3.2,40.0,0
5.0,kerosene,170.0,101.0,3.4,,0
5.0,kerosene,170.0,103.0,3.4,36.0,0
5.0,kerosene,170.0,,3.7,35.0,0
,kerosene,170.0,,4.0,,0
,kerosene,170.0,93.0,4.2,33.0,0
,kerosene,,94.0,3.7,32.0,0
5.0,kerosene,170.0,,,30.0,0
5.0,kerosene,,,,28.0,0
5.0,,170.0,97.0,4.4,27.0,0
,kerosene,170.0,,4.6,,0
5.0,kerosene,170.0,94.0,4.2,25.0,0
5.0,kerosene,170.0,94.0,4.3,,0
5.0,,170.0,92.0,,23.0,0
5.0,,170.0,92.0,3.8,22.0,0
5.0,kerosene,170.0,91.0,3.7,21.0,0
5.0,kerosene,170.0,92.0,3.9,20.0,0
5.0,kerosene,170.0,92.0,3.6,19.0,0
,kerosene,170.0,93.0,3.6,18.0,0
5.0,kerosene,170.0,88.0,4.2,17.0,0
5.0,kerosene,170.0,94.0,3.3,16.0,0
5.0,kerosene,,88.0,,15.0,0
,,170.0,92.0,3.3,,0
,,170.0,91.0,2.8,13.0,0
5.0,kerosene,170.0,93.0,2.2,12.0,0
5.0,kerosene,170.0,92.0,1.3,11.0,0
5.0,kerosene,170.0,91.0,2.0,10.0,0
5.0,kerosene,170.0,91.0,,9.0,0
5.0,kerosene,170.0,91.0,2.2,8.0,0
5.0,kerosene,,,2.0,7.0,0
5.0,kerosene,170.0,,3.1,6.0,0
5.0,kerosene,170.0,85.0,3.3,5.0,0
5.0,kerosene,170.0,,3.6,4.0,0
5.0,kerosene,170.0,83.0,2.0,3.0,0
5.0,kerosene,,78.0,1.4,,0
,kerosene,,76.0,0.0,,0
5.0,kerosene,,104.0,0.0,75.0,0
,kerosene,180.0,97.0,0.0,72.0,0
5.0,kerosene,180.0,96.0,,70.0,0
5.0,kerosene,180.0,97.0,0.0,68.0,0
5.0,kerosene,180.0,96.0,0.0,67.0,0
5.0,kerosene,180.0,104.0,0.0,66.0,0
5.0,kerosene,,105.0,1.1,,0
5.0,kerosene,,95.0,2.1,60.0,0
,kerosene,180.0,95.0,1.5,55.0,0
5.0,kerosene,180.0,,2.5,52.0,0
5.0,kerosene,180.0,102.0,2.5,,0
,kerosene,180.0,,,50.0,0
5.0,kerosene,180.0,95.0,2.7,48.0,0
5.0,kerosene,,94.0,2.5,47.0,0
5.0,kerosene,180.0,94.0,2.6,46.0,0
5.0,kerosene,180.0,92.0,3.1,45.0,0
5.0,kerosene,180.0,101.0,3.1,44.0,0
5.0,kerosene,180.0,,3.2,42.0,0
5.0,kerosene,,94.0,3.4,40.0,0
,kerosene,180.0,97.0,2.9,38.0,0
,,180.0,102.0,,36.0,0
5.0,kerosene,180.0,93.0,3.4,35.0,0
,kerosene,180.0,93.0,,,0
5.0,kerosene,180.0,93.0,4.0,33.0,0
5.0,kerosene,180.0,93.0,,32.0,0
5.0,,180.0,,3.8,30.0,0
,kerosene,180.0,94.0,,28.0,0
5.0,kerosene,180.0,,3.7,27.0,0
5.0,kerosene,180.0,95.0,,26.0,0
,,180.0,96.0,3.9,25.0,0
5.0,kerosene,180.0,,3.6,24.0,0
5.0,,,92.0,3.2,23.0,0
5.0,,180.0,,3.2,22.0,0
5.0,,180.0,91.0,,21.0,0
5.0,,180.0,91.0,3.2,20.0,0
5.0,kerosene,180.0,91.0,2.5,19.0,0
5.0,,180.0,92.0,4.4,18.0,0
5.0,kerosene,180.0,,,,0
5.0,kerosene,180.0,102.0,3.2,16.0,0
5.0,kerosene,180.0,88.0,3.6,15.0,0
5.0,kerosene,180.0,92.0,,14.0,0
5.0,,180.0,90.0,2.9,13.0,0
5.0,kerosene,180.0,93.0,2.2,12.0,0
,kerosene,,92.0,1.7,11.0,0
5.0,kerosene,180.0,92.0,2.2,10.0,0
5.0,kerosene,180.0,92.0,,9.0,0
,kerosene,180.0,91.0,2.1,8.0,0
5.0,kerosene,,90.0,2.8,7.0,0
5.0,,180.0,,3.3,6.0,0
5.0,,180.0,87.0,2.8,5.0,0
5.0,,,85.0,1.6,,0
5.0,,180.0,83.0,1.6,3.0,0
5.0,,180.0,,1.4,2.0,0
5.0,kerosene,180.0,74.0,0.0,1.0,0
5.0,kerosene,190.0,104.0,0.0,75.0,0
5.0,kerosene,190.0,105.0,0.0,,0
5.0,kerosene,190.0,96.0,0.0,70.0,0
,kerosene,190.0,96.0,0.0,68.0,0
5.0,kerosene,190.0,,0.0,67.0,0
,kerosene,190.0,,0.0,66.0,0
5.0,,190.0,96.0,1.0,65.0,0
5.0,kerosene,,95.0,2.1,60.0,0
5.0,kerosene,190.0,94.0,,55.0,0
,kerosene,190.0,94.0,2.5,52.0,0
5.0,kerosene,190.0,,2.5,51.0,0
,kerosene,190.0,102.0,2.6,50.0,0
5.0,kerosene,190.0,93.0,2.3,,0
5.0,kerosene,190.0,94.0,,47.0,0
5.0,kerosene,190.0,102.0,2.6,46.0,0
5.0,,190.0,93.0,2.5,45.0,0
5.0,kerosene,,97.0,2.8,44.0,0
5.0,,190.0,103.0,3.2,,0
5.0,kerosene,190.0,94.0,2.9,,0
,kerosene,,96.0,2.9,38.0,0
5.0,,190.0,100.0,2.7,36.0,0
5.0,kerosene,190.0,93.0,,,0
,kerosene,,,,34.0,0
5.0,kerosene,,95.0,2.2,33.0,0
,kerosene,190.0,92.0,2.6,,0
5.0,kerosene,,94.0,2.2,30.0,0
5.0,,190.0,97.0,2.6,28.0,0
5.0,kerosene,190.0,100.0,3.2,27.0,0
,,190.0,96.0,2.9,26.0,0
5.0,,,102.0,2.9,25.0,0
5.0,kerosene,190.0,94.0,3.1,,0
,kerosene,190.0,,,23.0,0
5.0,,190.0,90.0,2.9,22.0,0
5.0,kerosene,190.0,90.0,2.6,21.0,0
,kerosene,190.0,91.0,2.5,20.0,0
5.0,kerosene,190.0,92.0,2.0,,0
5.0,kerosene,190.0,92.0,2.3,18.0,0
5.0,,190.0,,2.7,17.0,0
5.0,kerosene,190.0,96.0,2.6,16.0,0
,,,90.0,3.6,15.0,0
,kerosene,190.0,94.0,,14.0,0
5.0,kerosene,190.0,91.0,,13.0,0
,kerosene,190.0,93.0,2.0,12.0,0
5.0,kerosene,190.0,92.0,1.4,,0
5.0,,190.0,91.0,1.6,10.0,0
5.0,kerosene,190.0,92.0,,9.0,0
5.0,kerosene,190.0,91.0,1.9,8.0,0
5.0,kerosene,190.0,91.0,,7.0,0
5.0,kerosene,190.0,,2.5,6.0,0
5.0,kerosene,190.0,86.0,2.2,5.0,0
5.0,kerosene,190.0,84.0,2.0,4.0,0
5.0,kerosene,190.0,80.0,,3.0,0
5.0,kerosene,190.0,76.0,0.4,,0
5.0,kerosene,,72.0,0.0,,0
,lpg,10.0,96.0,0.0,75.0,0
6.0,lpg,,96.0,0.0,72.0,0
,lpg,10.0,,2.6,,0
6.0,lpg,10.0,96.0,3.2,68.0,0
,lpg,10.0,109.0,4.5,67.0,0
6.0,lpg,10.0,109.0,7.8,,0
6.0,lpg,10.0,103.0,9.7,65.0,1
,lpg,10.0,95.0,12.0,60.0,1
6.0,lpg,,102.0,13.3,55.0,1
6.0,lpg,10.0,93.0,15.4,,1
6.0,,10.0,93.0,15.1,51.0,1
6.0,lpg,10.0,95.0,15.2,50.0,1
6.0,lpg,10.0,,15.4,48.0,1
6.0,lpg,,111.0,15.2,47.0,1
,lpg,10.0,109.0,15.4,46.0,1
6.0,lpg,10.0,,,,1
6.0,,10.0,111.0,16.0,44.0,1
6.0,lpg,10.0,110.0,15.7,,1
6.0,lpg,,106.0,,40.0,1
6.0,,,111.0,15.5,38.0,1
6.0,lpg,10.0,110.0,15.2,,1
6.0,,,103.0,,35.0,1
,lpg,10.0,109.0,14.9,34.0,1
6.0,lpg,10.0,108.0,14.9,33.0,1
6.0,lpg,10.0,110.0,15.1,32.0,1
6.0,lpg,10.0,,17.0,30.0,1
6.0,lpg,10.0,108.0,15.5,28.0,1
6.0,lpg,10.0,108.0,15.4,27.0,1
6.0,lpg,10.0,107.0,,26.0,1
6.0,lpg,10.0,109.0,16.6,25.0,1
6.0,lpg,10.0,108.0,15.2,24.0,1
,,10.0,108.0,,23.0,1
6.0,,,108.0,15.4,22.0,1
6.0,lpg,10.0,109.0,15.2,,1
,lpg,10.0,,15.7,,1
6.0,lpg,,108.0,,19.0,1
6.0,,10.0,106.0,15.1,18.0,1
6.0,lpg,,105.0,14.5,,1
6.0,lpg,,,,16.0,1
,lpg,,106.0,14.4,15.0,1
6.0,lpg,10.0,106.0,12.3,14.0,1
6.0,lpg,10.0,93.0,11.9,13.0,1
,lpg,10.0,90.0,11.9,12.0,1
6.0,lpg,10.0,92.0,12.5,,1
6.0,lpg,,,13.8,10.0,1
6.0,,10.0,91.0,12.9,9.0,1
6.0,lpg,10.0,105.0,12.9,8.0,1
6.0,lpg,10.0,105.0,12.3,,1
6.0,lpg,10.0,90.0,,6.0,1
6.0,lpg,,,11.0,5.0,1
,,,88.0,8.8,4.0,0
6.0,,10.0,85.0,6.0,3.0,0
6.0,lpg,10.0,83.0,3.1,2.0,0
6.0,lpg,10.0,75.0,0.8,1.0,0
,lpg,20.0,96.0,0.0,75.0,0
6.0,lpg,20.0,,,72.0,0
6.0,lpg,20.0,103.0,,,0
6.0,lpg,20.0,107.0,1.1,,0
,lpg,20.0,96.0,4.0,,0
,,20.0,,6.5,66.0,0
6.0,lpg,,,,65.0,1
6.0,lpg,,95.0,9.0,,1
6.0,lpg,20.0,103.0,12.0,55.0,1
6.0,lpg,20.0,110.0,15.0,52.0,1
6.0,lpg,20.0,112.0,14.6,51.0,1
6.0,lpg,20.0,113.0,15.2,50.0,1
6.0,lpg,20.0,,14.9,48.0,1
6.0,lpg,20.0,110.0,15.5,47.0,1
,,,95.0,,46.0,1
6.0,,20.0,95.0,16.3,45.0,1
6.0,,20.0,92.0,,44.0,1
6.0,,20.0,92.0,16.0,42.0,1
,lpg,20.0,104.0,,40.0,1
6.0,lpg,20.0,,15.2,,1
6.0,lpg,,90.0,15.2,36.0,1
6.0,lpg,20.0,91.0,15.0,35.0,1
6.0,lpg,20.0,108.0,15.2,34.0,1
6.0,lpg,20.0,108.0,14.8,33.0,1
6.0,lpg,20.0,90.0,14.1,32.0,1
,lpg,,105.0,13.5,30.0,1
,lpg,20.0,92.0,,28.0,1
6.0,lpg,,,13.3,27.0,1
6.0,lpg,20.0,106.0,12.8,26.0,1
6.0,lpg,,106.0,,25.0,1
6.0,lpg,20.0,106.0,13.3,24.0,1
,lpg,20.0,92.0,13.8,23.0,1
6.0,lpg,20.0,,13.6,22.0,1
6.0,lpg,20.0,,13.2,21.0,1
6.0,lpg,,106.0,13.2,20.0,1
6.0,lpg,20.0,,13.5,19.0,1
6.0,lpg,,90.0,,18.0,1
6.0,lpg,20.0,89.0,12.8,17.0,1
6.0,lpg,20.0,92.0,12.3,16.0,1
6.0,lpg,20.0,105.0,12.3,15.0,1
6.0,,,93.0,11.5,14.0,1
6.0,lpg,20.0,91.0,11.2,13.0,1
6.0,lpg,,91.0,,12.0,1
6.0,,,91.0,11.5,11.0,1
6.0,lpg,20.0,105.0,12.3,,1
6.0,lpg,20.0,92.0,12.0,9.0,1
,lpg,,91.0,12.2,8.0,1
6.0,,,90.0,,,1
6.0,lpg,20.0,90.0,,6.0,1
6.0,lpg,20.0,,,,1
6.0,lpg,20.0,87.0,,,0
6.0,lpg,20.0,80.0,5.0,3.0,0
6.0,lpg,20.0,,3.7,2.0,0
6.0,lpg,20.0,76.0,1.0,,0
6.0,lpg,30.0,106.0,0.0,,0
6.0,lpg,30.0,96.0,0.0,,0
,lpg,30.0,101.0,0.4,70.0,0
6.0,lpg,30.0,104.0,0.4,68.0,0
6.0,lpg,30.0,96.0,2.2,67.0,0
6.0,lpg,,101.0,5.0,66.0,0
6.0,lpg,30.0,103.0,7.0,,1
6.0,,,95.0,6.5,60.0,1
6.0,lpg,30.0,103.0,14.4,55.0,1
6.0,lpg,30.0,,13.3,52.0,1
6.0,lpg,30.0,107.0,13.8,51.0,1
,lpg,30.0,106.0,14.8,,1
6.0,lpg,,109.0,15.4,,1
6.0,,,111.0,15.5,47.0,1
6.0,lpg,30.0,112.0,16.0,46.0,1
6.0,lpg,30.0,110.0,,45.0,1
,lpg,30.0,111.0,16.3,44.0,1
6.0,lpg,30.0,110.0,16.1,,1
6.0,lpg,30.0,110.0,15.2,40.0,1
,,30.0,,,38.0,1
6.0,lpg,,110.0,14.8,36.0,1
,lpg,30.0,108.0,14.4,35.0,1
6.0,lpg,30.0,108.0,14.2,34.0,1
6.0,lpg,30.0,92.0,13.2,33.0,1
6.0,lpg,30.0,89.0,14.2,32.0,1
6.0,lpg,30.0,89.0,13.5,30.0,1
6.0,lpg,30.0,89.0,12.3,28.0,1
6.0,lpg,30.0,,,27.0,1
6.0,lpg,30.0,,12.5,26.0,1
6.0,,30.0,108.0,,25.0,1
6.0,lpg,,,,24.0,1
6.0,lpg,30.0,106.0,11.5,23.0,1
6.0,lpg,30.0,88.0,11.9,22.0,1
6.0,lpg,30.0,87.0,12.0,21.0,1
6.0,lpg,30.0,,11.5,20.0,1
6.0,lpg,30.0,87.0,12.3,19.0,1
6.0,lpg,30.0,86.0,,18.0,1
6.0,lpg,30.0,85.0,11.0,17.0,1
6.0,lpg,30.0,89.0,10.9,,1
6.0,lpg,,90.0,10.3,15.0,1
6.0,lpg,30.0,89.0,10.7,14.0,1
6.0,lpg,30.0,86.0,10.0,,1
6.0,lpg,30.0,,10.7,12.0,1
6.0,lpg,30.0,92.0,10.9,11.0,1
6.0,lpg,30.0,90.0,12.0,10.0,1
6.0,,30.0,97.0,11.8,,1
6.0,lpg,30.0,,11.3,8.0,1
6.0,lpg,,89.0,11.3,7.0,1
6.0,lpg,30.0,87.0,11.0,6.0,1
6.0,,30.0,88.0,10.2,5.0,1
6.0,,,87.0,9.2,4.0,0
,lpg,30.0,86.0,7.4,,0
,lpg,30.0,78.0,,2.0,0
6.0,lpg,30.0,,,1.0,0
6.0,,40.0,,0.0,75.0,0
,lpg,40.0,96.0,,72.0,0
6.0,lpg,40.0,96.0,0.0,70.0,0
6.0,lpg,40.0,96.0,0.0,68.0,0
6.0,lpg,40.0,96.0,1.3,67.0,0
6.0,lpg,40.0,101.0,3.2,66.0,0
6.0,lpg,,102.0,4.5,65.0,1
6.0,lpg,40.0,,12.3,60.0,1
6.0,lpg,40.0,,9.2,55.0,1
6.0,lpg,40.0,108.0,,,1
6.0,lpg,40.0,,13.9,51.0,1
,lpg,40.0,,13.5,50.0,1
6.0,lpg,,,14.5,48.0,1
6.0,lpg,,107.0,14.4,,1
6.0,lpg,40.0,107.0,14.5,46.0,1
6.0,lpg,40.0,107.0,14.9,,1
,,40.0,107.0,15.2,,1
6.0,lpg,40.0,107.0,15.2,42.0,1
,lpg,40.0,108.0,14.8,40.0,1
6.0,,40.0,110.0,14.4,,1
6.0,,40.0,110.0,14.4,36.0,1
6.0,lpg,40.0,,14.9,35.0,1
6.0,lpg,40.0,107.0,14.4,34.0,1
6.0,,40.0,,14.4,33.0,1
,,40.0,106.0,14.5,32.0,1
6.0,lpg,,,,30.0,1
6.0,,40.0,92.0,14.1,28.0,1
6.0,lpg,40.0,93.0,14.4,27.0,1
6.0,lpg,,106.0,13.5,26.0,1
,lpg,40.0,,13.5,25.0,1
6.0,lpg,40.0,,12.5,,1
,lpg,40.0,90.0,12.3,,1
6.0,,40.0,87.0,13.2,22.0,1
6.0,lpg,40.0,89.0,13.1,21.0,1
6.0,lpg,40.0,90.0,12.3,20.0,1
6.0,,40.0,88.0,12.0,19.0,1
6.0,,40.0,86.0,,,1
6.0,,40.0,,11.3,17.0,1
6.0,lpg,40.0,92.0,11.5,,1
,lpg,40.0,91.0,10.4,15.0,1
6.0,lpg,40.0,,,14.0,1
6.0,,40.0,87.0,10.0,13.0,1
6.0,lpg,40.0,90.0,10.0,12.0,1
,lpg,40.0,91.0,10.3,11.0,1
,lpg,,90.0,10.0,10.0,1
,lpg,,91.0,11.3,9.0,1
6.0,,40.0,,11.5,8.0,1
6.0,lpg,40.0,90.0,11.0,,1
6.0,lpg,40.0,87.0,11.2,,1
6.0,lpg,40.0,86.0,10.0,5.0,1
6.0,lpg,40.0,85.0,9.2,4.0,0
6.0,,,86.0,7.4,3.0,0
,lpg,40.0,80.0,4.5,2.0,0
6.0,,40.0,75.0,0.0,1.0,0
6.0,,50.0,95.0,0.0,,0
6.0,,50.0,96.0,0.0,,0
,lpg,50.0,,0.0,70.0,0
6.0,lpg,50.0,101.0,0.0,68.0,0
6.0,lpg,50.0,,0.0,67.0,0
,,50.0,100.0,2.8,66.0,0
6.0,lpg,50.0,104.0,4.0,65.0,1
6.0,lpg,50.0,106.0,11.2,60.0,1
6.0,lpg,50.0,,6.4,55.0,1
6.0,lpg,50.0,108.0,13.2,52.0,1
6.0,lpg,50.0,108.0,,51.0,1
6.0,lpg,50.0,108.0,13.2,50.0,1
6.0,lpg,50.0,108.0,,48.0,1
6.0,lpg,50.0,107.0,13.5,47.0,1
,lpg,50.0,106.0,13.3,,1
6.0,,50.0,107.0,14.4,45.0,1
6.0,lpg,50.0,,14.9,44.0,1
6.0,lpg,50.0,92.0,14.9,42.0,1
6.0,,50.0,92.0,13.6,40.0,1
6.0,lpg,50.0,95.0,14.3,38.0,1
6.0,lpg,50.0,108.0,14.5,36.0,1
6.0,lpg,50.0,107.0,14.2,35.0,1
6.0,,50.0,107.0,14.1,34.0,1
6.0,lpg,50.0,107.0,14.4,33.0,1
6.0,lpg,50.0,,14.1,32.0,1
6.0,lpg,50.0,,14.2,30.0,1
6.0,lpg,50.0,108.0,,28.0,1
6.0,lpg,50.0,108.0,13.5,,1
6.0,lpg,50.0,107.0,13.3,26.0,1
6.0,lpg,,,,,1
6.0,lpg,50.0,105.0,12.9,,1
6.0,lpg,,,12.3,23.0,1
6.0,lpg,50.0,106.0,12.5,22.0,1
6.0,lpg,50.0,105.0,,21.0,1
6.0,lpg,50.0,,11.5,20.0,1
6.0,lpg,50.0,106.0,12.5,,1
6.0,lpg,50.0,104.0,12.0,18.0,1
6.0,lpg,50.0,,10.6,17.0,1
6.0,lpg,50.0,93.0,10.4,16.0,1
6.0,,50.0,92.0,10.3,15.0,1
6.0,lpg,,90.0,11.0,14.0,1
6.0,lpg,50.0,89.0,,13.0,1
6.0,lpg,50.0,92.0,9.9,12.0,1
6.0,lpg,,,10.3,11.0,1
6.0,lpg,50.0,90.0,10.3,,1
6.0,lpg,,90.0,10.2,9.0,1
6.0,lpg,50.0,91.0,,8.0,1
6.0,lpg,50.0,90.0,11.3,7.0,1
6.0,lpg,,90.0,10.5,,1
6.0,lpg,50.0,,9.3,,1
6.0,lpg,50.0,86.0,8.3,4.0,0
6.0,lpg,50.0,84.0,5.8,3.0,0
6.0,lpg,50.0,82.0,,2.0,0
6.0,lpg,50.0,75.0,0.0,1.0,0
6.0,lpg,,,0.0,75.0,0
6.0,,60.0,102.0,0.0,72.0,0
6.0,,60.0,,0.0,70.0,0
6.0,lpg,60.0,,0.0,68.0,0
6.0,,,97.0,,67.0,0
,lpg,,102.0,,,0
6.0,lpg,60.0,,4.4,65.0,1
6.0,lpg,60.0,95.0,9.5,,1
6.0,,60.0,,11.0,55.0,1
,lpg,60.0,106.0,11.0,52.0,1
6.0,lpg,60.0,105.0,11.6,51.0,1
6.0,lpg,60.0,105.0,,,1
6.0,lpg,,,12.6,48.0,1
6.0,lpg,,110.0,13.8,,1
6.0,lpg,,109.0,,46.0,1
6.0,lpg,60.0,108.0,,45.0,1
,lpg,,108.0,14.2,,1
6.0,lpg,60.0,107.0,14.8,42.0,1
,lpg,60.0,107.0,13.8,40.0,1
,lpg,60.0,108.0,14.6,38.0,1
,lpg,,107.0,14.4,36.0,1
,lpg,60.0,108.0,14.5,35.0,1
6.0,,,,14.1,,1
6.0,lpg,60.0,107.0,14.2,33.0,1
6.0,lpg,,,,,1
6.0,,60.0,106.0,14.0,,1
6.0,lpg,60.0,107.0,13.6,28.0,1
6.0,lpg,60.0,108.0,13.5,27.0,1
,lpg,,106.0,,26.0,1
6.0,lpg,,,12.5,25.0,1
6.0,lpg,,106.0,12.5,24.0,1
6.0,lpg,60.0,105.0,12.2,23.0,1
6.0,lpg,60.0,107.0,12.3,22.0,1
,lpg,60.0,105.0,12.3,21.0,1
6.0,lpg,60.0,104.0,12.0,20.0,1
6.0,lpg,60.0,90.0,12.2,19.0,1
6.0,lpg,60.0,90.0,,18.0,1
6.0,lpg,60.0,89.0,11.5,17.0,1
6.0,lpg,60.0,92.0,,,1
6.0,lpg,60.0,89.0,11.2,15.0,1
6.0,lpg,60.0,88.0,,14.0,1
6.0,lpg,,86.0,,13.0,1
6.0,lpg,60.0,90.0,9.6,12.0,1
,lpg,,,9.3,11.0,1
